[ T-Track ]
    title = [t-track] in xyz mesh
     mesh =  xyz            # mesh type is xyz scoring mesh
   6.0256E-02   6.0814E-02   0.0000E+00  0.0000
   6.0814E-02   6.1376E-02   0.0000E+00  0.0000
   6.1376E-02   6.1944E-02   0.0000E+00  0.0000
   6.1944E-02   6.2517E-02   0.0000E+00  0.0000
   6.2517E-02   6.3096E-02   0.0000E+00  0.0000
   6.3096E-02   6.3680E-02   0.0000E+00  0.0000
   6.3680E-02   6.4269E-02   0.0000E+00  0.0000
   6.4269E-02   6.4863E-02   0.0000E+00  0.0000
   6.4863E-02   6.5464E-02   2.9599E+05  1.0000
   6.5464E-02   6.6069E-02   0.0000E+00  0.0000
   6.6069E-02   6.6681E-02   0.0000E+00  0.0000
   6.6681E-02   6.7298E-02   1.5467E+05  1.0000
   6.7298E-02   6.7920E-02   0.0000E+00  0.0000
   6.7920E-02   6.8549E-02   0.0000E+00  0.0000
   6.8549E-02   6.9183E-02   0.0000E+00  0.0000
   6.9183E-02   6.9823E-02   0.0000E+00  0.0000
   6.9823E-02   7.0469E-02   0.0000E+00  0.0000
   7.0469E-02   7.1121E-02   3.5940E+05  1.0000
   7.1121E-02   7.1779E-02   0.0000E+00  0.0000
   7.1779E-02   7.2444E-02   3.4113E+06  1.0000
   7.2444E-02   7.3114E-02   3.2949E+06  0.6419
   7.3114E-02   7.3790E-02   3.6168E+05  1.0000
   7.3790E-02   7.4473E-02   0.0000E+00  0.0000
   7.4473E-02   7.5162E-02   0.0000E+00  0.0000
   7.5162E-02   7.5858E-02   0.0000E+00  0.0000
   7.5858E-02   7.6560E-02   1.1905E+06  1.0000
   7.6560E-02   7.7268E-02   0.0000E+00  0.0000
   7.7268E-02   7.7983E-02   0.0000E+00  0.0000
   7.7983E-02   7.8705E-02   0.0000E+00  0.0000
   7.8705E-02   7.9433E-02   0.0000E+00  0.0000
   7.9433E-02   8.0168E-02   3.0074E+06  1.0000
   8.0168E-02   8.0910E-02   1.3364E+06  1.0000
   8.0910E-02   8.1658E-02   7.5652E+05  1.0000
   8.1658E-02   8.2414E-02   0.0000E+00  0.0000
   8.2414E-02   8.3176E-02   3.0973E+06  0.9262
   8.3176E-02   8.3946E-02   8.5489E+05  1.0000
   8.3946E-02   8.4723E-02   3.0861E+06  0.7081
   8.4723E-02   8.5507E-02   2.2915E+06  1.0000
   8.5507E-02   8.6298E-02   1.6913E+06  1.0000
   8.6298E-02   8.7096E-02   1.1431E+05  1.0000
   8.7096E-02   8.7902E-02   1.5241E+06  1.0000
   8.7902E-02   8.8716E-02   0.0000E+00  0.0000
   8.8716E-02   8.9536E-02   0.0000E+00  0.0000
   8.9536E-02   9.0365E-02   0.0000E+00  0.0000
   9.0365E-02   9.1201E-02   2.1124E+06  0.7195
   9.1201E-02   9.2045E-02   1.8652E+05  1.0000
   9.2045E-02   9.2897E-02   0.0000E+00  0.0000
   9.2897E-02   9.3756E-02   1.9673E+05  1.0000
   9.3756E-02   9.4624E-02   4.6653E+05  1.0000
   9.4624E-02   9.5499E-02   3.2977E+06  0.8383
   9.5499E-02   9.6383E-02   0.0000E+00  0.0000
   9.6383E-02   9.7275E-02   0.0000E+00  0.0000
   9.7275E-02   9.8175E-02   0.0000E+00  0.0000
   9.8175E-02   9.9083E-02   0.0000E+00  0.0000
   9.9083E-02   1.0000E-01   2.9675E+05  1.0000
   1.0000E-01   1.0093E-01   2.9617E+06  0.7294
   1.0093E-01   1.0186E-01   0.0000E+00  0.0000
   1.0186E-01   1.0280E-01   8.3786E+05  1.0000
   1.0280E-01   1.0375E-01   0.0000E+00  0.0000
   1.0375E-01   1.0471E-01   0.0000E+00  0.0000
   1.0471E-01   1.0568E-01   0.0000E+00  0.0000
   1.0568E-01   1.0666E-01   5.8794E+06  0.7075
   1.0666E-01   1.0765E-01   0.0000E+00  0.0000
   1.0765E-01   1.0864E-01   0.0000E+00  0.0000
   1.0864E-01   1.0965E-01   5.2130E+06  0.7507
   1.0965E-01   1.1066E-01   2.3276E+05  1.0000
   1.1066E-01   1.1169E-01   0.0000E+00  0.0000
   1.1169E-01   1.1272E-01   0.0000E+00  0.0000
   1.1272E-01   1.1376E-01   0.0000E+00  0.0000
   1.1376E-01   1.1482E-01   1.8985E+05  1.0000
   1.1482E-01   1.1588E-01   0.0000E+00  0.0000
   1.1588E-01   1.1695E-01   0.0000E+00  0.0000
   1.1695E-01   1.1803E-01   3.1591E+05  1.0000
   1.1803E-01   1.1912E-01   9.3436E+05  0.8452
   1.1912E-01   1.2023E-01   0.0000E+00  0.0000
   1.2023E-01   1.2134E-01   0.0000E+00  0.0000
   1.2134E-01   1.2246E-01   4.4448E+06  0.7481
   1.2246E-01   1.2359E-01   0.0000E+00  0.0000
   1.2359E-01   1.2474E-01   0.0000E+00  0.0000
   1.2474E-01   1.2589E-01   0.0000E+00  0.0000
   1.2589E-01   1.2706E-01   0.0000E+00  0.0000
   1.2706E-01   1.2823E-01   0.0000E+00  0.0000
   1.2823E-01   1.2942E-01   0.0000E+00  0.0000
   1.2942E-01   1.3062E-01   0.0000E+00  0.0000
   1.3062E-01   1.3183E-01   3.5213E+06  0.8595
   1.3183E-01   1.3305E-01   0.0000E+00  0.0000
   1.3305E-01   1.3428E-01   7.7773E+05  1.0000
   1.3428E-01   1.3552E-01   3.2776E+06  0.7678
   1.3552E-01   1.3677E-01   0.0000E+00  0.0000
   1.3677E-01   1.3804E-01   5.1249E+05  1.0000
   1.3804E-01   1.3932E-01   1.1843E+06  1.0000
   1.3932E-01   1.4060E-01   0.0000E+00  0.0000
   1.4060E-01   1.4191E-01   0.0000E+00  0.0000
   1.4191E-01   1.4322E-01   0.0000E+00  0.0000
   1.4322E-01   1.4454E-01   2.8903E+05  0.7269
   1.4454E-01   1.4588E-01   0.0000E+00  0.0000
   1.4588E-01   1.4723E-01   0.0000E+00  0.0000
   1.4723E-01   1.4859E-01   8.9924E+05  1.0000
   1.4859E-01   1.4997E-01   1.8913E+05  1.0000
   1.4997E-01   1.5136E-01   0.0000E+00  0.0000
   1.5136E-01   1.5276E-01   6.6809E+05  1.0000
   1.5276E-01   1.5417E-01   0.0000E+00  0.0000
   1.5417E-01   1.5560E-01   8.8419E+05  1.0000
   1.5560E-01   1.5704E-01   3.4762E+05  1.0000
   1.5704E-01   1.5849E-01   5.4617E+05  1.0000
   1.5849E-01   1.5996E-01   0.0000E+00  0.0000
   1.5996E-01   1.6144E-01   6.3845E+05  0.9404
   1.6144E-01   1.6293E-01   2.0165E+06  1.0000
   1.6293E-01   1.6444E-01   0.0000E+00  0.0000
   1.6444E-01   1.6596E-01   2.5540E+06  1.0000
   1.6596E-01   1.6749E-01   2.7775E+06  0.7129
   1.6749E-01   1.6904E-01   2.8385E+06  1.0000
   1.6904E-01   1.7061E-01   1.5712E+06  1.0000
   1.7061E-01   1.7219E-01   3.4946E+05  1.0000
   1.7219E-01   1.7378E-01   3.5674E+04  1.0000
   1.7378E-01   1.7539E-01   0.0000E+00  0.0000
   1.7539E-01   1.7701E-01   3.5665E+05  1.0000
   1.7701E-01   1.7865E-01   0.0000E+00  0.0000
   1.7865E-01   1.8030E-01   0.0000E+00  0.0000
   1.8030E-01   1.8197E-01   1.0780E+06  1.0000
   1.8197E-01   1.8365E-01   1.3503E+06  0.7417
   1.8365E-01   1.8535E-01   3.5021E+06  0.6242
   1.8535E-01   1.8707E-01   1.1013E+06  0.9387
   1.8707E-01   1.8880E-01   4.5260E+06  0.7949
   1.8880E-01   1.9055E-01   1.7849E+06  1.0000
   1.9055E-01   1.9231E-01   2.2609E+06  0.7381
   1.9231E-01   1.9409E-01   1.5880E+06  0.7693
   1.9409E-01   1.9588E-01   0.0000E+00  0.0000
   1.9588E-01   1.9770E-01   0.0000E+00  0.0000
   1.9770E-01   1.9953E-01   6.6778E+05  0.9387
   1.9953E-01   2.0137E-01   0.0000E+00  0.0000
   2.0137E-01   2.0324E-01   2.5272E+06  0.9794
   2.0324E-01   2.0512E-01   0.0000E+00  0.0000
   2.0512E-01   2.0701E-01   0.0000E+00  0.0000
   2.0701E-01   2.0893E-01   3.5934E+05  1.0000
   2.0893E-01   2.1086E-01   1.6414E+06  1.0000
   2.1086E-01   2.1281E-01   2.0818E+06  0.8636
   2.1281E-01   2.1478E-01   0.0000E+00  0.0000
   2.1478E-01   2.1677E-01   6.2686E+05  1.0000
   2.1677E-01   2.1878E-01   3.4914E+05  1.0000
   2.1878E-01   2.2080E-01   3.2587E+06  1.0000
   2.2080E-01   2.2284E-01   0.0000E+00  0.0000
   2.2284E-01   2.2491E-01   0.0000E+00  0.0000
   2.2491E-01   2.2699E-01   0.0000E+00  0.0000
   2.2699E-01   2.2909E-01   7.1958E+06  0.6113
   2.2909E-01   2.3121E-01   0.0000E+00  0.0000
   2.3121E-01   2.3335E-01   4.2186E+06  0.8287
   2.3335E-01   2.3550E-01   8.0479E+04  1.0000
   2.3550E-01   2.3768E-01   1.5385E+06  0.9235
   2.3768E-01   2.3988E-01   0.0000E+00  0.0000
   2.3988E-01   2.4210E-01   0.0000E+00  0.0000
   2.4210E-01   2.4434E-01   1.8786E+06  0.7120
   2.4434E-01   2.4660E-01   5.1021E+05  0.9025
   2.4660E-01   2.4889E-01   4.4798E+06  0.6501
   2.4889E-01   2.5119E-01   2.5600E+06  0.9853
   2.5119E-01   2.5351E-01   2.9024E+05  1.0000
   2.5351E-01   2.5586E-01   9.3375E+05  1.0000
   2.5586E-01   2.5823E-01   2.8928E+06  0.7958
   2.5823E-01   2.6062E-01   0.0000E+00  0.0000
   2.6062E-01   2.6303E-01   8.7900E+04  0.7211
   2.6303E-01   2.6546E-01   7.7683E+06  0.5967
   2.6546E-01   2.6792E-01   0.0000E+00  0.0000
   2.6792E-01   2.7040E-01   1.5156E+05  0.8688
   2.7040E-01   2.7290E-01   0.0000E+00  0.0000
   2.7290E-01   2.7542E-01   3.1796E+06  1.0000
   2.7542E-01   2.7797E-01   7.0631E+06  0.5917
   2.7797E-01   2.8054E-01   4.4757E+06  0.7688
   2.8054E-01   2.8314E-01   0.0000E+00  0.0000
   2.8314E-01   2.8576E-01   1.7891E+06  0.5890
   2.8576E-01   2.8840E-01   0.0000E+00  0.0000
   2.8840E-01   2.9107E-01   0.0000E+00  0.0000
   2.9107E-01   2.9376E-01   0.0000E+00  0.0000
   2.9376E-01   2.9648E-01   1.6059E+06  0.7441
   2.9648E-01   2.9923E-01   0.0000E+00  0.0000
   2.9923E-01   3.0200E-01   0.0000E+00  0.0000
   3.0200E-01   3.0479E-01   0.0000E+00  0.0000
   3.0479E-01   3.0761E-01   2.8687E+05  0.7750
   3.0761E-01   3.1046E-01   1.1467E+06  1.0000
   3.1046E-01   3.1333E-01   0.0000E+00  0.0000
   3.1333E-01   3.1623E-01   0.0000E+00  0.0000
   3.1623E-01   3.1915E-01   0.0000E+00  0.0000
   3.1915E-01   3.2211E-01   9.3397E+04  1.0000
   3.2211E-01   3.2509E-01   1.4362E+06  1.0000
   3.2509E-01   3.2810E-01   0.0000E+00  0.0000
   3.2810E-01   3.3113E-01   4.5906E+05  0.7111
   3.3113E-01   3.3420E-01   1.4699E+06  1.0000
   3.3420E-01   3.3729E-01   0.0000E+00  0.0000
   3.3729E-01   3.4041E-01   0.0000E+00  0.0000
   3.4041E-01   3.4356E-01   0.0000E+00  0.0000
   3.4356E-01   3.4674E-01   1.1298E+06  1.0000
   3.4674E-01   3.4995E-01   0.0000E+00  0.0000
   3.4995E-01   3.5318E-01   1.5104E+06  1.0000
   3.5318E-01   3.5645E-01   3.1049E+06  1.0000
   3.5645E-01   3.5975E-01   5.3967E+05  0.9946
   3.5975E-01   3.6308E-01   2.1981E+06  1.0000
   3.6308E-01   3.6644E-01   9.9696E+05  1.0000
   3.6644E-01   3.6983E-01   1.5050E+06  0.6241
   3.6983E-01   3.7325E-01   0.0000E+00  0.0000
   3.7325E-01   3.7670E-01   0.0000E+00  0.0000
   3.7670E-01   3.8019E-01   0.0000E+00  0.0000
   3.8019E-01   3.8371E-01   0.0000E+00  0.0000
   3.8371E-01   3.8726E-01   0.0000E+00  0.0000
   3.8726E-01   3.9084E-01   1.6060E+06  1.0000
   3.9084E-01   3.9446E-01   3.7325E+06  0.7966
   3.9446E-01   3.9811E-01   0.0000E+00  0.0000
   3.9811E-01   4.0179E-01   4.1826E+05  1.0000
   4.0179E-01   4.0551E-01   2.2435E+05  1.0000
   4.0551E-01   4.0926E-01   3.0458E+06  1.0000
   4.0926E-01   4.1305E-01   0.0000E+00  0.0000
   4.1305E-01   4.1687E-01   4.0786E+05  1.0000
   4.1687E-01   4.2073E-01   8.0536E+05  1.0000
   4.2073E-01   4.2462E-01   3.7821E+06  0.7339
   4.2462E-01   4.2855E-01   0.0000E+00  0.0000
   4.2855E-01   4.3251E-01   3.0334E+06  1.0000
   4.3251E-01   4.3652E-01   0.0000E+00  0.0000
   4.3652E-01   4.4055E-01   7.1681E+05  1.0000
   4.4055E-01   4.4463E-01   0.0000E+00  0.0000
   4.4463E-01   4.4875E-01   0.0000E+00  0.0000
   4.4875E-01   4.5290E-01   4.3091E+05  1.0000
   4.5290E-01   4.5709E-01   1.5973E+06  1.0000
   4.5709E-01   4.6132E-01   0.0000E+00  0.0000
   4.6132E-01   4.6559E-01   4.8483E+05  1.0000
   4.6559E-01   4.6989E-01   7.9611E+04  1.0000
   4.6989E-01   4.7424E-01   0.0000E+00  0.0000
   4.7424E-01   4.7863E-01   1.5709E+06  1.0000
   4.7863E-01   4.8306E-01   4.2537E+05  1.0000
   4.8306E-01   4.8753E-01   5.4958E+05  0.7261
   4.8753E-01   4.9204E-01   2.4063E+06  0.7150
   4.9204E-01   4.9659E-01   0.0000E+00  0.0000
   4.9659E-01   5.0119E-01   5.0474E+06  0.7128
   5.0119E-01   5.0582E-01   2.6686E+06  1.0000
   5.0582E-01   5.1050E-01   1.9935E+06  1.0000
   5.1050E-01   5.1523E-01   2.0051E+06  0.7322
   5.1523E-01   5.2000E-01   0.0000E+00  0.0000
   5.2000E-01   5.2481E-01   0.0000E+00  0.0000
   5.2481E-01   5.2966E-01   2.8924E+06  1.0000
   5.2966E-01   5.3456E-01   0.0000E+00  0.0000
   5.3456E-01   5.3951E-01   9.2000E+05  1.0000
   5.3951E-01   5.4450E-01   1.9899E+06  1.0000
   5.4450E-01   5.4954E-01   0.0000E+00  0.0000
   5.4954E-01   5.5463E-01   0.0000E+00  0.0000
   5.5463E-01   5.5976E-01   0.0000E+00  0.0000
   5.5976E-01   5.6494E-01   0.0000E+00  0.0000
   5.6494E-01   5.7016E-01   0.0000E+00  0.0000
   5.7016E-01   5.7544E-01   0.0000E+00  0.0000
   5.7544E-01   5.8076E-01   0.0000E+00  0.0000
   5.8076E-01   5.8614E-01   6.4562E+05  0.7071
   5.8614E-01   5.9156E-01   0.0000E+00  0.0000
   5.9156E-01   5.9704E-01   0.0000E+00  0.0000
   5.9704E-01   6.0256E-01   0.0000E+00  0.0000
   6.0256E-01   6.0814E-01   1.5818E+06  0.7918
   6.0814E-01   6.1376E-01   0.0000E+00  0.0000
   6.1376E-01   6.1944E-01   0.0000E+00  0.0000
   6.1944E-01   6.2517E-01   1.1323E+06  1.0000
   6.2517E-01   6.3096E-01   0.0000E+00  0.0000
   6.3096E-01   6.3680E-01   0.0000E+00  0.0000
   6.3680E-01   6.4269E-01   2.9166E+06  1.0000
   6.4269E-01   6.4863E-01   0.0000E+00  0.0000
   6.4863E-01   6.5464E-01   0.0000E+00  0.0000
   6.5464E-01   6.6069E-01   4.4723E+05  1.0000
   6.6069E-01   6.6681E-01   0.0000E+00  0.0000
   6.6681E-01   6.7298E-01   0.0000E+00  0.0000
   6.7298E-01   6.7920E-01   5.1847E+05  1.0000
   6.7920E-01   6.8549E-01   1.2071E+05  1.0000
   6.8549E-01   6.9183E-01   0.0000E+00  0.0000
   6.9183E-01   6.9823E-01   4.6376E+06  0.9710
   6.9823E-01   7.0469E-01   4.0128E+05  1.0000
   7.0469E-01   7.1121E-01   0.0000E+00  0.0000
   7.1121E-01   7.1779E-01   1.1850E+06  1.0000
   7.1779E-01   7.2444E-01   0.0000E+00  0.0000
   7.2444E-01   7.3114E-01   0.0000E+00  0.0000
   7.3114E-01   7.3790E-01   0.0000E+00  0.0000
   7.3790E-01   7.4473E-01   0.0000E+00  0.0000
   7.4473E-01   7.5162E-01   0.0000E+00  0.0000
   7.5162E-01   7.5858E-01   0.0000E+00  0.0000
   7.5858E-01   7.6560E-01   0.0000E+00  0.0000
   7.6560E-01   7.7268E-01   0.0000E+00  0.0000
   7.7268E-01   7.7983E-01   0.0000E+00  0.0000
   7.7983E-01   7.8705E-01   0.0000E+00  0.0000
   7.8705E-01   7.9433E-01   0.0000E+00  0.0000
   7.9433E-01   8.0168E-01   0.0000E+00  0.0000
   8.0168E-01   8.0910E-01   0.0000E+00  0.0000
   8.0910E-01   8.1658E-01   0.0000E+00  0.0000
   8.1658E-01   8.2414E-01   0.0000E+00  0.0000
   8.2414E-01   8.3176E-01   2.3144E+05  1.0000
   8.3176E-01   8.3946E-01   9.3512E+05  0.7542
   8.3946E-01   8.4723E-01   0.0000E+00  0.0000
   8.4723E-01   8.5507E-01   0.0000E+00  0.0000
   8.5507E-01   8.6298E-01   8.0718E+05  1.0000
   8.6298E-01   8.7096E-01   2.9076E+06  1.0000
   8.7096E-01   8.7902E-01   6.3448E+05  1.0000
   8.7902E-01   8.8716E-01   0.0000E+00  0.0000
   8.8716E-01   8.9536E-01   0.0000E+00  0.0000
   8.9536E-01   9.0365E-01   0.0000E+00  0.0000
   9.0365E-01   9.1201E-01   2.0494E+05  1.0000
   9.1201E-01   9.2045E-01   2.4912E+06  1.0000
   9.2045E-01   9.2897E-01   0.0000E+00  0.0000
   9.2897E-01   9.3756E-01   0.0000E+00  0.0000
   9.3756E-01   9.4624E-01   0.0000E+00  0.0000
   9.4624E-01   9.5499E-01   6.0467E+05  1.0000
   9.5499E-01   9.6383E-01   5.8108E+05  1.0000
   9.6383E-01   9.7275E-01   4.8641E+05  1.0000
   9.7275E-01   9.8175E-01   1.2560E+06  1.0000
   9.8175E-01   9.9083E-01   0.0000E+00  0.0000
   9.9083E-01   1.0000E+00   3.6584E+05  1.0000
   1.0000E+00   1.0093E+00   0.0000E+00  0.0000
   1.0093E+00   1.0186E+00   0.0000E+00  0.0000
   1.0186E+00   1.0280E+00   3.9401E+05  0.7184
   1.0280E+00   1.0375E+00   0.0000E+00  0.0000
   1.0375E+00   1.0471E+00   0.0000E+00  0.0000
   1.0471E+00   1.0568E+00   0.0000E+00  0.0000
   1.0568E+00   1.0666E+00   1.9982E+06  1.0000
   1.0666E+00   1.0765E+00   1.8485E+06  0.7822
   1.0765E+00   1.0864E+00   1.4455E+06  1.0000
   1.0864E+00   1.0965E+00   1.2194E+05  1.0000
   1.0965E+00   1.1066E+00   0.0000E+00  0.0000
   1.1066E+00   1.1169E+00   0.0000E+00  0.0000
   1.1169E+00   1.1272E+00   3.1857E+06  1.0000
   1.1272E+00   1.1376E+00   0.0000E+00  0.0000
   1.1376E+00   1.1482E+00   0.0000E+00  0.0000
   1.1482E+00   1.1588E+00   4.5592E+05  1.0000
   1.1588E+00   1.1695E+00   0.0000E+00  0.0000
   1.1695E+00   1.1803E+00   0.0000E+00  0.0000
   1.1803E+00   1.1912E+00   0.0000E+00  0.0000
   1.1912E+00   1.2023E+00   0.0000E+00  0.0000
   1.2023E+00   1.2134E+00   0.0000E+00  0.0000
   1.2134E+00   1.2246E+00   0.0000E+00  0.0000
   1.2246E+00   1.2359E+00   0.0000E+00  0.0000
   1.2359E+00   1.2474E+00   0.0000E+00  0.0000
   1.2474E+00   1.2589E+00   1.6466E+05  1.0000
   1.2589E+00   1.2706E+00   1.1962E+05  1.0000
   1.2706E+00   1.2823E+00   0.0000E+00  0.0000
   1.2823E+00   1.2942E+00   0.0000E+00  0.0000
   1.2942E+00   1.3062E+00   0.0000E+00  0.0000
   1.3062E+00   1.3183E+00   0.0000E+00  0.0000
   1.3183E+00   1.3305E+00   0.0000E+00  0.0000
   1.3305E+00   1.3428E+00   4.1833E+05  1.0000
   1.3428E+00   1.3552E+00   0.0000E+00  0.0000
   1.3552E+00   1.3677E+00   9.8637E+04  1.0000
   1.3677E+00   1.3804E+00   0.0000E+00  0.0000
   1.3804E+00   1.3932E+00   0.0000E+00  0.0000
   1.3932E+00   1.4060E+00   0.0000E+00  0.0000
   1.4060E+00   1.4191E+00   0.0000E+00  0.0000
   1.4191E+00   1.4322E+00   8.1389E+05  0.9524
   1.4322E+00   1.4454E+00   0.0000E+00  0.0000
   1.4454E+00   1.4588E+00   0.0000E+00  0.0000
   1.4588E+00   1.4723E+00   4.7646E+05  1.0000
   1.4723E+00   1.4859E+00   0.0000E+00  0.0000
   1.4859E+00   1.4997E+00   1.3486E+05  1.0000
   1.4997E+00   1.5136E+00   0.0000E+00  0.0000
   1.5136E+00   1.5276E+00   0.0000E+00  0.0000
   1.5276E+00   1.5417E+00   0.0000E+00  0.0000
   1.5417E+00   1.5560E+00   0.0000E+00  0.0000
   1.5560E+00   1.5704E+00   0.0000E+00  0.0000
   1.5704E+00   1.5849E+00   0.0000E+00  0.0000
   1.5849E+00   1.5996E+00   2.9190E+05  1.0000
   1.5996E+00   1.6144E+00   1.9118E+06  0.8214
   1.6144E+00   1.6293E+00   1.1838E+06  1.0000
   1.6293E+00   1.6444E+00   1.5591E+06  1.0000
   1.6444E+00   1.6596E+00   0.0000E+00  0.0000
   1.6596E+00   1.6749E+00   2.9158E+06  0.8653
   1.6749E+00   1.6904E+00   8.6044E+06  0.5532
   1.6904E+00   1.7061E+00   5.1300E+06  0.7074
   1.7061E+00   1.7219E+00   1.5779E+07  0.3987
   1.7219E+00   1.7378E+00   6.4604E+06  0.6692
   1.7378E+00   1.7539E+00   4.2015E+06  0.6489
   1.7539E+00   1.7701E+00   6.7050E+06  0.5415
   1.7701E+00   1.7865E+00   7.2756E+06  0.5799
   1.7865E+00   1.8030E+00   2.1924E+06  0.6570
   1.8030E+00   1.8197E+00   3.2873E+06  0.8097
   1.8197E+00   1.8365E+00   6.3827E+06  0.5975
   1.8365E+00   1.8535E+00   2.7172E+06  0.8634
   1.8535E+00   1.8707E+00   5.4339E+06  0.7074
   1.8707E+00   1.8880E+00   1.6196E+06  0.8052
   1.8880E+00   1.9055E+00   5.6340E+06  0.5938
   1.9055E+00   1.9231E+00   7.7471E+06  0.5365
   1.9231E+00   1.9409E+00   5.4894E+06  0.5632
   1.9409E+00   1.9588E+00   2.0835E+07  0.3334
   1.9588E+00   1.9770E+00   1.0084E+07  0.5004
   1.9770E+00   1.9953E+00   6.8530E+06  0.5525
   1.9953E+00   2.0137E+00   0.0000E+00  0.0000
   2.0137E+00   2.0324E+00   1.4272E+06  1.0000
   2.0324E+00   2.0512E+00   0.0000E+00  0.0000
   2.0512E+00   2.0701E+00   0.0000E+00  0.0000
   2.0701E+00   2.0893E+00   8.1409E+04  1.0000
   2.0893E+00   2.1086E+00   0.0000E+00  0.0000
   2.1086E+00   2.1281E+00   0.0000E+00  0.0000
   2.1281E+00   2.1478E+00   1.0361E+06  0.7459
   2.1478E+00   2.1677E+00   0.0000E+00  0.0000
   2.1677E+00   2.1878E+00   0.0000E+00  0.0000
   2.1878E+00   2.2080E+00   0.0000E+00  0.0000
   2.2080E+00   2.2284E+00   4.0603E+08  0.0639
   2.2284E+00   2.2491E+00   0.0000E+00  0.0000
   2.2491E+00   2.2699E+00   0.0000E+00  0.0000
   2.2699E+00   2.2909E+00   0.0000E+00  0.0000
   2.2909E+00   2.3121E+00   0.0000E+00  0.0000
   2.3121E+00   2.3335E+00   0.0000E+00  0.0000
   2.3335E+00   2.3550E+00   0.0000E+00  0.0000
   2.3550E+00   2.3768E+00   0.0000E+00  0.0000
   2.3768E+00   2.3988E+00   0.0000E+00  0.0000
   2.3988E+00   2.4210E+00   0.0000E+00  0.0000
   2.4210E+00   2.4434E+00   0.0000E+00  0.0000
   2.4434E+00   2.4660E+00   0.0000E+00  0.0000
   2.4660E+00   2.4889E+00   0.0000E+00  0.0000
   2.4889E+00   2.5119E+00   0.0000E+00  0.0000
   2.5119E+00   2.5351E+00   3.0423E+06  1.0000
   2.5351E+00   2.5586E+00   0.0000E+00  0.0000
   2.5586E+00   2.5823E+00   0.0000E+00  0.0000
   2.5823E+00   2.6062E+00   0.0000E+00  0.0000
   2.6062E+00   2.6303E+00   0.0000E+00  0.0000
   2.6303E+00   2.6546E+00   0.0000E+00  0.0000
   2.6546E+00   2.6792E+00   0.0000E+00  0.0000
   2.6792E+00   2.7040E+00   0.0000E+00  0.0000
   2.7040E+00   2.7290E+00   0.0000E+00  0.0000
   2.7290E+00   2.7542E+00   0.0000E+00  0.0000
   2.7542E+00   2.7797E+00   0.0000E+00  0.0000
   2.7797E+00   2.8054E+00   0.0000E+00  0.0000
   2.8054E+00   2.8314E+00   0.0000E+00  0.0000
   2.8314E+00   2.8576E+00   0.0000E+00  0.0000
   2.8576E+00   2.8840E+00   0.0000E+00  0.0000
   2.8840E+00   2.9107E+00   0.0000E+00  0.0000
   2.9107E+00   2.9376E+00   0.0000E+00  0.0000
   2.9376E+00   2.9648E+00   0.0000E+00  0.0000
   2.9648E+00   2.9923E+00   0.0000E+00  0.0000
   2.9923E+00   3.0200E+00   0.0000E+00  0.0000
   3.0200E+00   3.0479E+00   0.0000E+00  0.0000
   3.0479E+00   3.0761E+00   0.0000E+00  0.0000
   3.0761E+00   3.1046E+00   0.0000E+00  0.0000
   3.1046E+00   3.1333E+00   0.0000E+00  0.0000
   3.1333E+00   3.1623E+00   0.0000E+00  0.0000
   3.1623E+00   3.1915E+00   0.0000E+00  0.0000
   3.1915E+00   3.2211E+00   2.7137E+06  1.0000
   3.2211E+00   3.2509E+00   0.0000E+00  0.0000
   3.2509E+00   3.2810E+00   0.0000E+00  0.0000
   3.2810E+00   3.3113E+00   0.0000E+00  0.0000
   3.3113E+00   3.3420E+00   0.0000E+00  0.0000
   3.3420E+00   3.3729E+00   0.0000E+00  0.0000
   3.3729E+00   3.4041E+00   0.0000E+00  0.0000
   3.4041E+00   3.4356E+00   0.0000E+00  0.0000
   3.4356E+00   3.4674E+00   0.0000E+00  0.0000
   3.4674E+00   3.4995E+00   0.0000E+00  0.0000
   3.4995E+00   3.5318E+00   0.0000E+00  0.0000
   3.5318E+00   3.5645E+00   0.0000E+00  0.0000
   3.5645E+00   3.5975E+00   0.0000E+00  0.0000
   3.5975E+00   3.6308E+00   0.0000E+00  0.0000
   3.6308E+00   3.6644E+00   0.0000E+00  0.0000
   3.6644E+00   3.6983E+00   0.0000E+00  0.0000
   3.6983E+00   3.7325E+00   0.0000E+00  0.0000
   3.7325E+00   3.7670E+00   0.0000E+00  0.0000
   3.7670E+00   3.8019E+00   0.0000E+00  0.0000
   3.8019E+00   3.8371E+00   0.0000E+00  0.0000
   3.8371E+00   3.8726E+00   0.0000E+00  0.0000
   3.8726E+00   3.9084E+00   0.0000E+00  0.0000
   3.9084E+00   3.9446E+00   0.0000E+00  0.0000
   3.9446E+00   3.9811E+00   0.0000E+00  0.0000
   3.9811E+00   4.0179E+00   0.0000E+00  0.0000
   4.0179E+00   4.0551E+00   0.0000E+00  0.0000
   4.0551E+00   4.0926E+00   0.0000E+00  0.0000
   4.0926E+00   4.1305E+00   0.0000E+00  0.0000
   4.1305E+00   4.1687E+00   0.0000E+00  0.0000
   4.1687E+00   4.2073E+00   2.6918E+06  1.0000
   4.2073E+00   4.2462E+00   0.0000E+00  0.0000
   4.2462E+00   4.2855E+00   0.0000E+00  0.0000
   4.2855E+00   4.3251E+00   0.0000E+00  0.0000
